1 -2017.771850 169.700424 27.925539 -0.017567 0.035629 0.000000 -2019.835083 168.146942 28.816612 0.847319 0.519055 -0.112389 50.000000 1.333333 53 299.888397 1 0 0 0 0 31 0 2 -1991.358276 181.602035 27.539062 -0.097682 -0.175640 0.000000 146.419387 1 0 0 0 0 0 0 1 1 0.175170 -0.089904 -0.098087 -2017.301879 169.708419 28.699317 -1991.563964 183.913330 27.440975 249 0.005922 209 0.000000 1544713557 4542015 
1 -2017.889160 169.931060 27.951652 -0.017766 0.036314 0.000000 -2019.906616 168.270843 28.826665 0.856216 0.504244 -0.112389 50.000000 1.333333 53 296.444885 1 0 0 0 0 31 0 2 -1992.552124 180.995208 27.539062 -0.135501 0.015631 0.000000 78.919364 1 0 0 0 0 0 0 1 1 0.176147 0.152099 0.027544 -2017.411499 169.901611 28.722845 -1991.387329 182.162048 27.566606 249 0.005921 209 0.000000 1544713557 4542205 
1 -2018.010131 170.232727 27.978584 -0.013589 0.037267 0.000000 -2020.147827 168.713653 28.856504 0.890507 0.440867 -0.112389 50.000000 1.333333 53 293.428527 1 0 0 0 0 31 0 2 -1993.433837 181.805007 27.539062 -0.070523 0.182612 0.000000 21.116090 1 0 0 0 0 0 0 1 1 0.120239 0.195312 0.130445 -2017.519531 170.131851 28.744770 -1992.029541 180.974838 27.669507 249 0.005920 209 0.000000 1544713557 4542346 
1 -2018.071899 170.423492 27.992332 -0.009320 0.039340 0.000000 -2020.281616 169.027114 28.877292 0.903165 0.414318 -0.112389 50.000000 1.333333 53 293.220184 1 0 0 0 0 31 0 2 -1993.845703 182.871368 27.539062 -0.053314 0.138051 0.000000 21.116090 1 0 0 0 0 0 0 1 1 -0.100463 0.322631 0.130989 -2017.581787 170.358840 28.758916 -1993.110473 180.723907 27.670051 249 0.005920 209 0.000000 1544713557 4542450 
1 -2018.120239 170.638854 28.003093 -0.008940 0.039615 0.000000 -2020.327026 169.241012 28.890989 0.896576 0.428391 -0.112389 50.000000 1.333333 53 294.389587 1 0 0 0 0 31 0 2 -1994.214965 183.784851 27.539062 -0.055389 0.127657 0.000000 23.455688 1 0 0 0 0 0 0 1 1 -0.151000 -0.031738 -0.004198 -2017.634033 170.626327 28.771924 -1993.646240 181.827789 27.534864 249 0.005919 209 0.000000 1544713557 4542589 
1 -2018.205566 170.937408 28.022089 -0.012899 0.037534 0.000000 -2020.333496 169.394012 28.903705 0.881330 0.458938 -0.112389 50.000000 1.333333 53 297.054351 1 0 0 0 0 31 0 2 -1994.611938 184.675994 27.539062 -0.057895 0.129281 0.000000 24.124116 1 0 0 0 0 0 0 1 1 -0.148803 0.068115 -0.105030 -2017.713012 170.898513 28.790184 -1994.111206 183.030731 27.434032 249 0.005919 209 0.000000 1544713558 4542718 
0 -2018.286376 171.155654 28.040079 -0.013430 0.037494 0.000000 -2020.372802 169.582611 28.922727 0.867197 0.485116 -0.112389 50.000000 1.333333 53 298.235015 1 0 0 0 0 31 0 2 -1994.873657 185.246704 27.539062 -0.050976 0.110361 0.000000 20.292587 1 0 0 0 0 0 0 1 0 -1980.619873 191.832122 26.687500 -2017.808105 171.171203 28.811338 -1980.619873 191.832122 26.687500 249 0.005918 209 0.000000 1544713558 4542847 
0 -2018.414550 171.459747 28.068611 -0.018031 0.034867 0.000000 -2020.478881 169.908920 28.959684 0.847487 0.518781 -0.112389 50.000000 1.333333 53 299.869842 1 0 0 0 0 31 0 2 -1994.736572 186.285217 27.539062 0.033671 0.113449 0.000000 343.803375 1 0 0 0 0 0 0 1 0 -1946.905273 213.688919 25.244640 -2017.918212 171.425750 28.836383 -1946.905273 213.688919 25.244640 249 0.005917 209 0.000000 1544713558 4542996 
0 -2018.513916 171.643951 28.090732 -0.019114 0.035318 0.000000 -2020.550170 170.053741 28.981805 0.837734 0.534387 -0.112389 50.000000 1.333333 53 300.930999 1 0 0 0 0 31 0 2 -1994.557250 186.944381 27.539062 0.031820 0.122813 0.000000 346.477142 1 0 0 0 0 0 0 1 0 -1949.611450 214.085769 25.959905 -2018.047729 171.675262 28.865083 -1949.611450 214.085769 25.959905 249 0.005916 210 0.000000 1544713558 4543124 
1 -2018.623168 171.846160 28.115053 -0.018986 0.034965 0.000000 -2020.641235 170.230667 29.006126 0.831071 0.544690 -0.112389 50.000000 1.333333 53 301.638519 1 0 0 0 0 31 0 2 -1994.238891 187.631881 27.539062 0.098245 0.091029 0.000000 308.766693 1 0 0 0 0 0 0 1 1 -0.322875 -0.082931 0.472034 -2018.154907 171.880264 28.889095 -1995.141601 186.196807 28.011096 249 0.005915 210 0.000000 1544713558 4543242 
